,Date,Compulsory_Mask,Eat_In_Ban,Entry_Recording,Lockdown,Sch_Closure,Gathering_Max,Mall_Distancing,Recreation,Workplace_Closure,Worship
36,2020-02-28,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
37,2020-02-29,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
38,2020-03-01,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
39,2020-03-02,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
40,2020-03-03,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
41,2020-03-04,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
42,2020-03-05,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
43,2020-03-06,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
44,2020-03-07,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
45,2020-03-08,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
46,2020-03-09,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
47,2020-03-10,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
48,2020-03-11,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
49,2020-03-12,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
50,2020-03-13,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
51,2020-03-14,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
52,2020-03-15,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
53,2020-03-16,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
54,2020-03-17,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
55,2020-03-18,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
56,2020-03-19,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
57,2020-03-20,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
58,2020-03-21,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
59,2020-03-22,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
60,2020-03-23,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
61,2020-03-24,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
62,2020-03-25,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
63,2020-03-26,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-1.0
64,2020-03-27,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
65,2020-03-28,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
66,2020-03-29,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
67,2020-03-30,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
68,2020-03-31,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
69,2020-04-01,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
70,2020-04-02,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
71,2020-04-03,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
72,2020-04-04,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
73,2020-04-05,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
74,2020-04-06,0,0,0,0,0,-1.0,0.4813614262560778,-0.0,-1.0,-0.0
75,2020-04-07,0,0,0,1,0,-0.0,1.0,-0.0,-0.0,-0.0
76,2020-04-08,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
77,2020-04-09,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
78,2020-04-10,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
79,2020-04-11,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
80,2020-04-12,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
81,2020-04-13,0,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
82,2020-04-14,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
83,2020-04-15,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
84,2020-04-16,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
85,2020-04-17,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
86,2020-04-18,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
87,2020-04-19,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
88,2020-04-20,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
89,2020-04-21,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
90,2020-04-22,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
91,2020-04-23,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
92,2020-04-24,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
93,2020-04-25,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
94,2020-04-26,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
95,2020-04-27,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
96,2020-04-28,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
97,2020-04-29,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
98,2020-04-30,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
99,2020-05-01,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
100,2020-05-02,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
101,2020-05-03,1,0,0,1,1,-0.0,1.0,-0.0,-0.0,-0.0
102,2020-05-04,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
103,2020-05-05,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
104,2020-05-06,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
105,2020-05-07,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
106,2020-05-08,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
107,2020-05-09,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
108,2020-05-10,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
109,2020-05-11,1,0,0,1,1,-0.0,1.0,-0.0,-0.33,-0.0
110,2020-05-12,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
111,2020-05-13,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
112,2020-05-14,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
113,2020-05-15,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
114,2020-05-16,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
115,2020-05-17,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
116,2020-05-18,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
117,2020-05-19,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
118,2020-05-20,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
119,2020-05-21,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
120,2020-05-22,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
121,2020-05-23,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
122,2020-05-24,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
123,2020-05-25,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
124,2020-05-26,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
125,2020-05-27,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
126,2020-05-28,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
127,2020-05-29,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
128,2020-05-30,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
129,2020-05-31,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
130,2020-06-01,1,0,1,1,1,-0.0,1.0,-0.0,-0.33,-0.0
131,2020-06-02,1,0,1,1,1,-0.5,1.0,-0.0,-0.5,-0.0
132,2020-06-03,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
133,2020-06-04,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
134,2020-06-05,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
135,2020-06-06,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
136,2020-06-07,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
137,2020-06-08,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
138,2020-06-09,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
139,2020-06-10,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
140,2020-06-11,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
141,2020-06-12,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
142,2020-06-13,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
143,2020-06-14,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
144,2020-06-15,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
145,2020-06-16,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
146,2020-06-17,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
147,2020-06-18,1,0,1,0,1,-0.5,1.0,-0.0,-0.5,-0.0
148,2020-06-19,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
149,2020-06-20,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
150,2020-06-21,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
151,2020-06-22,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
152,2020-06-23,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
153,2020-06-24,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
154,2020-06-25,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.0
155,2020-06-26,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.25
156,2020-06-27,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.25
157,2020-06-28,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.25
158,2020-06-29,1,0,1,0,1,-0.5,0.286871961102107,-0.0,-0.5,-0.25
159,2020-06-30,1,0,1,0,0,-0.5,0.286871961102107,-0.0,-0.5,-0.25
160,2020-07-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
161,2020-07-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
162,2020-07-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
163,2020-07-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
164,2020-07-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
165,2020-07-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
166,2020-07-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
167,2020-07-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
168,2020-07-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
169,2020-07-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
170,2020-07-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
171,2020-07-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
172,2020-07-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
173,2020-07-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
174,2020-07-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
175,2020-07-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
176,2020-07-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
177,2020-07-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
178,2020-07-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
179,2020-07-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
180,2020-07-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
181,2020-07-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
182,2020-07-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
183,2020-07-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
184,2020-07-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
185,2020-07-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
186,2020-07-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
187,2020-07-28,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
188,2020-07-29,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
189,2020-07-30,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
190,2020-07-31,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
191,2020-08-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
192,2020-08-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
193,2020-08-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
194,2020-08-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
195,2020-08-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
196,2020-08-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
197,2020-08-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
198,2020-08-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
199,2020-08-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
200,2020-08-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
201,2020-08-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
202,2020-08-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
203,2020-08-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
204,2020-08-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
205,2020-08-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
206,2020-08-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
207,2020-08-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
208,2020-08-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
209,2020-08-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
210,2020-08-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
211,2020-08-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
212,2020-08-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
213,2020-08-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
214,2020-08-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
215,2020-08-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
216,2020-08-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
217,2020-08-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
218,2020-08-28,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
219,2020-08-29,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
220,2020-08-30,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
221,2020-08-31,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
222,2020-09-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
223,2020-09-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
224,2020-09-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
225,2020-09-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
226,2020-09-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
227,2020-09-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
228,2020-09-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
229,2020-09-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
230,2020-09-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
231,2020-09-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
232,2020-09-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
233,2020-09-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
234,2020-09-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
235,2020-09-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
236,2020-09-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
237,2020-09-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
238,2020-09-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
239,2020-09-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
240,2020-09-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
241,2020-09-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
242,2020-09-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
243,2020-09-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
244,2020-09-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
245,2020-09-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
246,2020-09-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
247,2020-09-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
248,2020-09-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
249,2020-09-28,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
250,2020-09-29,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
251,2020-09-30,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
252,2020-10-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
253,2020-10-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
254,2020-10-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
255,2020-10-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
256,2020-10-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
257,2020-10-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
258,2020-10-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
259,2020-10-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
260,2020-10-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
261,2020-10-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
262,2020-10-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
263,2020-10-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
264,2020-10-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
265,2020-10-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
266,2020-10-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
267,2020-10-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
268,2020-10-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
269,2020-10-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
270,2020-10-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
271,2020-10-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
272,2020-10-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
273,2020-10-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
274,2020-10-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
275,2020-10-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
276,2020-10-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
277,2020-10-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
278,2020-10-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
279,2020-10-28,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
280,2020-10-29,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
281,2020-10-30,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
282,2020-10-31,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
283,2020-11-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
284,2020-11-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
285,2020-11-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
286,2020-11-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
287,2020-11-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
288,2020-11-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
289,2020-11-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
290,2020-11-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
291,2020-11-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
292,2020-11-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
293,2020-11-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
294,2020-11-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
295,2020-11-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
296,2020-11-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
297,2020-11-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
298,2020-11-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
299,2020-11-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
300,2020-11-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
301,2020-11-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
302,2020-11-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
303,2020-11-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
304,2020-11-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
