Date Cleaned,new_cases,Omicron ,pct_omicron,pct_omicron_int,pct_delta,pct_original
1/4/2021,,,,0,0,1
2/4/2021,,,,0,0,1
3/4/2021,,,,0,0,1
4/4/2021,,,,0,0,1
5/4/2021,,,,0,0,1
6/4/2021,,,,0,0,1
7/4/2021,,,,0,0,1
8/4/2021,,,,0,0,1
9/4/2021,,,,0,0,1
10/4/2021,,,,0,0,1
11/4/2021,,,,0,0,1
12/4/2021,,,,0,0,1
13/4/2021,,,,0,0,1
14/4/2021,,,,0,0,1
15/4/2021,,,,0,0.1,0.9
16/4/2021,,,,0,0.1,0.9
17/4/2021,,,,0,0.117384615,0.882615385
18/4/2021,,,,0,0.134769231,0.865230769
19/4/2021,,,,0,0.152153846,0.847846154
20/4/2021,,,,0,0.169538462,0.830461538
21/4/2021,,,,0,0.186923077,0.813076923
22/4/2021,,,,0,0.204307692,0.795692308
23/4/2021,,,,0,0.221692308,0.778307692
24/4/2021,,,,0,0.239076923,0.760923077
25/4/2021,,,,0,0.256461538,0.743538462
26/4/2021,,,,0,0.273846154,0.726153846
27/4/2021,,,,0,0.291230769,0.708769231
28/4/2021,,,,0,0.308615385,0.691384615
29/4/2021,,,,0,0.326,0.674
30/4/2021,,,,0,0.343384615,0.656615385
1/5/2021,,,,0,0.360769231,0.639230769
2/5/2021,,,,0,0.378153846,0.621846154
3/5/2021,,,,0,0.395538462,0.604461538
4/5/2021,,,,0,0.412923077,0.587076923
5/5/2021,,,,0,0.430307692,0.569692308
6/5/2021,,,,0,0.447692308,0.552307692
7/5/2021,,,,0,0.465076923,0.534923077
8/5/2021,,,,0,0.482461538,0.517538462
9/5/2021,,,,0,0.499846154,0.500153846
10/5/2021,,,,0,0.517230769,0.482769231
11/5/2021,,,,0,0.534615385,0.465384615
12/5/2021,,,,0,0.552,0.448
13/5/2021,,,,0,0.569384615,0.430615385
14/5/2021,,,,0,0.586769231,0.413230769
15/5/2021,,,,0,0.604153846,0.395846154
16/5/2021,,,,0,0.621538462,0.378461538
17/5/2021,,,,0,0.638923077,0.361076923
18/5/2021,,,,0,0.656307692,0.343692308
19/5/2021,,,,0,0.673692308,0.326307692
20/5/2021,,,,0,0.691076923,0.308923077
21/5/2021,,,,0,0.708461538,0.291538462
22/5/2021,,,,0,0.725846154,0.274153846
23/5/2021,,,,0,0.743230769,0.256769231
24/5/2021,,,,0,0.760615385,0.239384615
25/5/2021,,,,0,0.778,0.222
26/5/2021,,,,0,0.781210526,0.218789474
27/5/2021,,,,0,0.784421053,0.215578947
28/5/2021,,,,0,0.787631579,0.212368421
29/5/2021,,,,0,0.790842105,0.209157895
30/5/2021,,,,0,0.794052632,0.205947368
31/5/2021,,,,0,0.797263158,0.202736842
1/6/2021,,,,0,0.800473684,0.199526316
2/6/2021,,,,0,0.803684211,0.196315789
3/6/2021,,,,0,0.806894737,0.193105263
4/6/2021,,,,0,0.810105263,0.189894737
5/6/2021,,,,0,0.813315789,0.186684211
6/6/2021,,,,0,0.816526316,0.183473684
7/6/2021,,,,0,0.819736842,0.180263158
8/6/2021,,,,0,0.822947368,0.177052632
9/6/2021,,,,0,0.826157895,0.173842105
10/6/2021,,,,0,0.829368421,0.170631579
11/6/2021,,,,0,0.832578947,0.167421053
12/6/2021,,,,0,0.835789474,0.164210526
13/6/2021,,,,0,0.839,0.161
14/6/2021,,,,0,0.842210526,0.157789474
15/6/2021,,,,0,0.845421053,0.154578947
16/6/2021,,,,0,0.848631579,0.151368421
17/6/2021,,,,0,0.851842105,0.148157895
18/6/2021,,,,0,0.855052632,0.144947368
19/6/2021,,,,0,0.858263158,0.141736842
20/6/2021,,,,0,0.861473684,0.138526316
21/6/2021,,,,0,0.864684211,0.135315789
22/6/2021,,,,0,0.867894737,0.132105263
23/6/2021,,,,0,0.871105263,0.128894737
24/6/2021,,,,0,0.874315789,0.125684211
25/6/2021,,,,0,0.877526316,0.122473684
26/6/2021,,,,0,0.880736842,0.119263158
27/6/2021,,,,0,0.883947368,0.116052632
28/6/2021,,,,0,0.887157895,0.112842105
29/6/2021,,,,0,0.890368421,0.109631579
30/6/2021,,,,0,0.893578947,0.106421053
1/7/2021,,,,0,0.896789474,0.103210526
2/7/2021,,,,0,0.9,0.1
3/7/2021,,,,0,0.9,0.1
4/7/2021,,,,0,0.9,0.1
5/7/2021,,,,0,0.9,0.1
6/7/2021,,,,0,0.9,0.1
7/7/2021,,,,0,0.9,0.1
8/7/2021,,,,0,0.9,0.1
9/7/2021,,,,0,0.9,0.1
10/7/2021,,,,0,0.9,0.1
11/7/2021,,,,0,0.9,0.1
12/7/2021,,,,0,0.9,0.1
13/7/2021,,,,0,0.9,0.1
14/7/2021,,,,0,0.9,0.1
15/7/2021,,,,0,0.9,0.1
16/7/2021,,,,0,0.9,0.1
17/7/2021,,,,0,0.9,0.1
18/7/2021,,,,0,0.9,0.1
19/7/2021,,,,0,0.9,0.1
20/7/2021,,,,0,0.9,0.1
21/7/2021,,,,0,0.9,0.1
22/7/2021,,,,0,0.9,0.1
23/7/2021,,,,0,0.9,0.1
24/7/2021,,,,0,0.9,0.1
25/7/2021,,,,0,0.9,0.1
26/7/2021,,,,0,0.9,0.1
27/7/2021,,,,0,0.9,0.1
28/7/2021,,,,0,0.9,0.1
29/7/2021,,,,0,0.9,0.1
30/7/2021,,,,0,0.9,0.1
31/7/2021,,,,0,0.9,0.1
1/8/2021,,,,0,0.9,0.1
2/8/2021,,,,0,0.9,0.1
3/8/2021,,,,0,0.9,0.1
4/8/2021,,,,0,0.9,0.1
5/8/2021,,,,0,0.9,0.1
6/8/2021,,,,0,0.9,0.1
7/8/2021,,,,0,0.9,0.1
8/8/2021,,,,0,0.9,0.1
9/8/2021,,,,0,0.9,0.1
10/8/2021,,,,0,0.9,0.1
11/8/2021,,,,0,0.9,0.1
12/8/2021,,,,0,0.9,0.1
13/8/2021,,,,0,0.9,0.1
14/8/2021,,,,0,0.9,0.1
15/8/2021,,,,0,0.9,0.1
16/8/2021,,,,0,0.9,0.1
17/8/2021,,,,0,0.9,0.1
18/8/2021,,,,0,0.9,0.1
19/8/2021,,,,0,0.9,0.1
20/8/2021,,,,0,0.9,0.1
21/8/2021,,,,0,0.9,0.1
22/8/2021,,,,0,0.9,0.1
23/8/2021,,,,0,0.9,0.1
24/8/2021,,,,0,0.9,0.1
25/8/2021,,,,0,0.9,0.1
26/8/2021,,,,0,0.9,0.1
27/8/2021,,,,0,0.9,0.1
28/8/2021,,,,0,0.9,0.1
29/8/2021,,,,0,0.9,0.1
30/8/2021,,,,0,0.9,0.1
31/8/2021,,,,0,0.9,0.1
1/9/2021,,,,0,0.9,0.1
2/9/2021,,,,0,0.9,0.1
3/9/2021,,,,0,0.9,0.1
4/9/2021,,,,0,0.9,0.1
5/9/2021,,,,0,0.9,0.1
6/9/2021,,,,0,0.9,0.1
7/9/2021,,,,0,0.9,0.1
8/9/2021,,,,0,0.9,0.1
9/9/2021,,,,0,0.9,0.1
10/9/2021,,,,0,0.9,0.1
11/9/2021,,,,0,0.9,0.1
12/9/2021,,,,0,0.9,0.1
13/9/2021,,,,0,0.9,0.1
14/9/2021,,,,0,0.9,0.1
15/9/2021,,,,0,0.9,0.1
16/9/2021,,,,0,0.9,0.1
17/9/2021,,,,0,0.9,0.1
18/9/2021,,,,0,0.9,0.1
19/9/2021,,,,0,0.9,0.1
20/9/2021,,,,0,0.9,0.1
21/9/2021,,,,0,0.9,0.1
22/9/2021,,,,0,0.9,0.1
23/9/2021,,,,0,0.9,0.1
24/9/2021,,,,0,0.9,0.1
25/9/2021,,,,0,0.9,0.1
26/9/2021,,,,0,0.9,0.1
27/9/2021,,,,0,0.9,0.1
28/9/2021,,,,0,0.9,0.1
29/9/2021,,,,0,0.9,0.1
30/9/2021,,,,0,0.9,0.1
1/10/2021,,,,0,0.9,0.1
2/10/2021,,,,0,0.9,0.1
3/10/2021,,,,0,0.9,0.1
4/10/2021,,,,0,0.9,0.1
5/10/2021,,,,0,0.9,0.1
6/10/2021,,,,0,0.9,0.1
7/10/2021,,,,0,0.9,0.1
8/10/2021,,,,0,0.9,0.1
9/10/2021,,,,0,0.9,0.1
10/10/2021,,,,0,0.9,0.1
11/10/2021,,,,0,0.9,0.1
12/10/2021,,,,0,0.9,0.1
13/10/2021,,,,0,0.9,0.1
14/10/2021,,,,0,0.9,0.1
15/10/2021,,,,0,0.9,0.1
16/10/2021,,,,0,0.9,0.1
17/10/2021,,,,0,0.9,0.1
18/10/2021,,,,0,0.9,0.1
19/10/2021,,,,0,0.9,0.1
20/10/2021,,,,0,0.9,0.1
21/10/2021,,,,0,0.9,0.1
22/10/2021,,,,0,0.9,0.1
23/10/2021,,,,0,0.9,0.1
24/10/2021,,,,0,0.9,0.1
25/10/2021,,,,0,0.9,0.1
26/10/2021,,,,0,0.9,0.1
27/10/2021,,,,0,0.9,0.1
28/10/2021,,,,0,0.9,0.1
29/10/2021,,,,0,0.9,0.1
30/10/2021,,,,0,0.9,0.1
31/10/2021,,,,0,0.9,0.1
1/11/2021,,,,0,0.9,0.1
2/11/2021,,,,0,0.9,0.1
3/11/2021,,,,0,0.9,0.1
4/11/2021,,,,0,0.9,0.1
5/11/2021,,,,0,0.9,0.1
6/11/2021,,,,0,0.9,0.1
7/11/2021,,,,0,0.9,0.1
8/11/2021,,,,0,0.95,0.05
9/11/2021,,,,0,0.95,0.05
10/11/2021,,,,0,0.95,0.05
11/11/2021,,,,0,0.95,0.05
12/11/2021,,,,0,0.95,0.05
13/11/2021,,,,0,0.95,0.05
14/11/2021,,,,0,0.95,0.05
15/11/2021,,,,0,0.95,0.05
16/11/2021,,,,0,0.95,0.05
17/11/2021,,,,0,0.95,0.05
18/11/2021,,,,0,0.95,0.05
19/11/2021,,,,0,0.95,0.05
20/11/2021,,,,0,0.95,0.05
21/11/2021,,,,0,0.95,0.05
22/11/2021,,,,0,0.95,0.05
23/11/2021,,,,0,0.95,0.05
24/11/2021,,,,0,0.95,0.05
25/11/2021,,,,0,0.95,0.05
26/11/2021,,,,0,0.95,0.05
27/11/2021,,,,0,0.95,0.05
28/11/2021,,,,0,0.95,0.05
29/11/2021,,,,0,0.95,0.05
30/11/2021,,,,0,0.95,0.05
1/12/2021,,,,0,0.95,0.05
2/12/2021,,,,0,0.95,0.05
3/12/2021,,,,0,0.95,0.05
4/12/2021,,,,0,0.95,0.05
5/12/2021,,,,0,0.95,0.05
6/12/2021,,,,0,0.95,0.05
7/12/2021,,,,0,0.95,0.05
8/12/2021,,,,0,0.95,0.05
9/12/2021,,,,0,0.95,0.05
10/12/2021,,,,0,0.95,0.05
11/12/2021,,,,0,0.95,0.05
12/12/2021,,,,0.007380074,0.992619926,0
13/12/2021,,,,0.119074652,0.880925348,0
14/12/2021,,,,0.230769231,0.769230769,0
15/12/2021,,,,0.247128556,0.752871444,0
16/12/2021,,,,0.263487882,0.736512118,0
17/12/2021,,,,0.279847208,0.720152792,0
18/12/2021,271,2,0.007380074,0.296206533,0.703793467,0
19/12/2021,,,,0.312565859,0.687434141,0
20/12/2021,195,45,0.230769231,0.328925184,0.671074816,0
21/12/2021,,,,0.34528451,0.65471549,0
22/12/2021,,,,0.361643836,0.638356164,0
23/12/2021,,,,0.498533724,0.501466276,0
24/12/2021,,,,0.331189711,0.668810289,0
25/12/2021,,,,0.459302326,0.540697674,0
26/12/2021,,,,0.339912281,0.660087719,0
27/12/2021,,,,0.361305361,0.638694639,0
28/12/2021,365,132,0.361643836,0.403017241,0.596982759,0
29/12/2021,341,170,0.498533724,0.474800546,0.525199454,0
30/12/2021,311,103,0.331189711,0.546583851,0.453416149,0
31/12/2021,344,158,0.459302326,0.44895449,0.55104551,0
1/1/2022,456,155,0.339912281,0.688545689,0.311454311,0
2/1/2022,429,155,0.361305361,0.688545689,0.311454311,0
3/1/2022,464,187,0.403017241,0.498150432,0.501849568,0
4/1/2022,,,,0.386982249,0.613017751,0
5/1/2022,805,440,0.546583851,0.518666667,0.481333333,0
6/1/2022,813,365,0.44895449,0.711147392,0.288852608,0
7/1/2022,777,535,0.688545689,0.903628118,0.096371882,0
7/1/2022,777,535,0.688545689,0.571875,0.428125,0
8/1/2022,811,404,0.498150432,0.88042328,0.11957672,0
9/1/2022,845,327,0.386982249,0.723849372,0.276150628,0
10/1/2022,750,389,0.518666667,0.782155272,0.217844728,0
11/1/2022,,,,0.522746781,0.477253219,0
12/1/2022,882,797,0.903628118,0.406767956,0.593232044,0
13/1/2022,960,549,0.571875,0.782155272,0.217844728,0
14/1/2022,945,832,0.88042328,0.680027,0.319973,0
15/1/2022,956,692,0.723849372,0.687975026,0.312024974,0
16/1/2022,863,675,0.782155272,0.695923051,0.304076949,0
17/1/2022,1165,609,0.522746781,0.703871077,0.296128923,0
18/1/2022,1448,589,0.406767956,0.711819103,0.288180897,0
19/1/2022,863,675,0.782155272,0.719767128,0.280232872,0
20/1/2022,1472,1001,0.680027174,0.727715154,0.272284846,0
21/1/2022,,,,0.735663179,0.264336821,0
22/1/2022,,,,0.743611205,0.256388795,0
23/1/2022,,,,0.751559231,0.248440769,0
24/1/2022,,,,0.759507256,0.240492744,0
25/1/2022,,,,0.767455282,0.232544718,0
26/1/2022,,,,0.775403308,0.224596692,0
27/1/2022,,,,0.783351333,0.216648667,0
28/1/2022,,,,0.791299359,0.208700641,0
29/1/2022,,,,0.799247385,0.200752615,0
30/1/2022,,,,0.80719541,0.19280459,0
31/1/2022,,,,0.815143436,0.184856564,0
1/2/2022,,,,0.823091462,0.176908538,0
2/2/2022,,,,0.831039487,0.168960513,0
3/2/2022,,,,0.838987513,0.161012487,0
4/2/2022,,,,0.846935538,0.153064462,0
5/2/2022,,,,0.854883564,0.145116436,0
6/2/2022,,,,0.86283159,0.13716841,0
7/2/2022,,,,0.870779615,0.129220385,0
8/2/2022,,,,0.878727641,0.121272359,0
